uaX; uaY; uaZ; gX; gY; gZ
5,211078; 0,8578232; 3,499964; -11,33812; 43,88942; 29,85983
5,094695; 0,7312062; 2,827665; -11,39343; 41,00148; 29,76828
5,116657; 0,6287626; 2,33566; -9,800679; 37,37916; 29,89417
5,22348; 0,5358674; 1,948944; -6,65027; 33,89379; 30,26804
5,326438; 0,452418; 1,687294; -4,236533; 30,48358; 30,45306
5,424211; 0,3816005; 1,467159; -3,359088; 27,17791; 30,33289
5,508454; 0,3114091; 1,296611; -2,624705; 23,13212; 30,24133
5,573719; 0,2336229; 1,092877; -1,678591; 19,42206; 29,99908
5,619039; 0,1569034; 0,9661703; -0,8564626; 15,76349; 29,75111
5,642046; 0,08886309; 0,8810542; -0,3319031; 11,54794; 29,38678
5,63692; 8,571893E-05; 0,7937936; -0,1373392; 7,418226; 28,96522
5,633407; -0,06870285; 0,7167723; -0,0343348; 3,53267; 28,51124
5,593467; -0,144144; 0,6970421; 0,3147357; -0,2479736; 28,05535
5,539184; -0,2096291; 0,710066; 0,6828811; -4,238441; 27,49455
5,466549; -0,2732674; 0,7538121; 0,6828811; -8,316653; 26,86508
5,339371; -0,3447484; 0,8165828; 0,0686696; -12,6581; 26,04295
5,202489; -0,3985234; 0,9018087; -0,9613746; -16,78781; 25,0625
5,024904; -0,4545718; 0,9820286; -2,065811; -20,88128; 23,99431
4,819799; -0,5026152; 1,066972; -2,781119; -24,69817; 22,82311
4,594722; -0,5501059; 1,165854; -2,989035; -28,4254; 21,68434
4,339633; -0,583451; 1,259229; -2,920366; -31,80357; 20,53031
3,970308; -0,6109287; 1,42534; -2,758992; -35,83332; 19,15119
3,481554; -0,6009564; 1,504663; -3,237009; -39,32861; 17,65953
2,957036; -0,5642576; 1,549498; -4,461617; -43,07301; 16,06869
2,513222; -0,5441659; 1,734179; -6,422516; -48,07826; 14,33287
2,104473; -0,5379774; 1,968147; -8,837398; -51,12643; 12,47689
1,745644; -0,5345863; 2,009371; -9,69386; -53,4879; 11,02719
1,313022; -0,5081906; 2,262714; -9,239878; -55,98862; 9,802588
0,8702498; -0,4893322; 2,514921; -9,659525; -58,33484; 8,158331
0,5007378; -0,4884535; 2,581093; -8,890807; -59,19321; 6,756327
0,07345921; -0,468023; 2,835082; -6,790661; -61,80074; 5,707207
-0,4195894; -0,4149919; 3,199393; -8,417749; -63,14743; 3,746309
-0,8199069; -0,3860432; 3,259932; -10,88604; -64,82983; 1,506916
-1,308138; -0,3302892; 3,426999; -13,51075; -66,48935; -0,7706256
-1,78109; -0,3033028; 3,524028; -17,06249; -65,96479; -3,305679
-2,128345; -0,3070281; 3,166429; -15,89129; -65,15983; -4,425375
-2,611118; -0,254713; 3,282788; -10,70864; -66,26427; -4,547454
-3,070833; -0,1990005; 3,381523; -9,274212; -67,80552; -5,876974
-3,524708; -0,1562707; 3,402148; -9,282605; -67,02764; -7,716938
-3,933634; -0,09747715; 3,301152; -10,53506; -67,15506; -9,835014
-4,325038; -0,04810153; 3,26887; -12,10874; -66,8842; -11,84678
-4,671663; -0,0234783; 2,911884; -12,44904; -65,52912; -13,65457
-5,05093; 0,02127141; 2,654665; -10,86697; -64,12978; -14,66478
-5,377737; 0,06185026; 2,461722; -9,730103; -62,41304; -15,69864
-5,624523; 0,09231847; 2,160557; -7,83978; -60,57804; -16,5036
-5,892529; 0,1323302; 1,996278; -7,717701; -59,73684; -17,77971
-6,040187; 0,1453888; 1,581403; -6,947075; -57,7912; -18,83264
-6,19477; 0,1648777; 1,278921; -5,110163; -56,67341; -19,1798
-6,370995; 0,202143; 1,015125; -4,217459; -54,41494; -19,93326
-6,471776; 0,2257764; 0,7005165; -4,585604; -51,54608; -21,27995
-6,526119; 0,2286822; 0,3123958; -4,600864; -48,15075; -22,27947
-6,528938; 0,2285176; -0,07262206; -4,547454; -45,57564; -23,1531
-6,449222; 0,2098596; -0,4933646; -3,410591; -43,44116; -23,29426
-6,318323; 0,2150692; -0,8928413; -0,4745833; -40,62037; -22,37714
-6,186064; 0,2311175; -1,138995; 1,098714; -38,46007; -22,1167
-5,976218; 0,222303; -1,443769; 1,681642; -35,30076; -22,25201
-5,600794; 0,2137975; -1,777215; 1,802577; -32,80118; -22,64571
-5,09904; 0,1873271; -2,040736; 1,924656; -29,24753; -22,88796
-4,718026; 0,1588196; -2,367488; 2,941348; -26,58658; -22,45305
-4,545121; 0,160276; -2,563909; 3,9733; -23,57466; -21,91133
-4,370191; 0,1528289; -2,805341; 5,007159; -20,7592; -21,4211
-4,244296; 0,1448699; -2,994169; 5,636631; -18,17074; -21,01862
-4,149121; 0,1314498; -3,141232; 6,212692; -15,42396; -20,75539
-4,034753; 0,1227323; -3,297861; 6,773494; -12,83359; -20,37008
-3,960823; 0,1185728; -3,403927; 7,471635; -9,99715; -20,00193
-3,893722; 0,1138076; -3,461977; 7,895098; -7,269441; -19,81309
-3,842954; 0,1024748; -3,521849; 7,807353; -4,310925; -19,89893
-3,784377; 0,09667626; -3,528459; 7,700534; -1,684313; -20,03627
-3,735759; 0,07611702; -3,545496; 7,544119; 1,239868; -20,08777
-3,672452; 0,06582349; -3,497363; 7,939733; 4,323133; -19,91266
-3,635051; 0,05886072; -3,431554; 8,446362; 6,388817; -19,68783
-3,591486; 0,05905178; -3,203727; 8,093858; 8,39753; -19,91266
-3,566221; 0,04772585; -3,047229; 7,280886; 12,52839; -20,6314
-3,495516; 0,03902045; -2,868237; 6,405348; 14,81928; -21,28186
-3,429456; 0,02504676; -2,640453; 5,899864; 18,16311; -21,64619
-3,314416; 0,01045544; -2,447781; 6,020036; 21,1903; -21,49168
-3,212448; 0,0267706; -2,108495; 6,2146; 24,07823; -21,26087
-3,036502; 0,02731268; -1,73883; 5,934199; 27,08635; -21,36769
-2,733159; 0,03208566; -1,347366; 5,094903; 30,55416; -21,68243
